rank,feature,importance_score,n_methods,selection_freq,shap_mean_abs,mutual_info,in_mi_top,in_shap_top
1,CaI,0.9915611814345991,3,1.0,1.0867295475813843,0.0205361899217161,True,True
2,eGFR,0.9873417721518987,3,1.0,1.2287657388603848,0.009424154238492,True,True
3,LV,0.9789029535864979,3,1.0,0.4827617252302283,0.0128177086517509,True,True
4,HbA1c,0.9430379746835443,3,0.875,0.2672812491128154,0.007327655246093,True,True
5,LDL,0.9324894514767932,2,0.25,0.3658688139241554,0.0093673265920197,True,True
6,1.1:1Post dilation,0.9029535864978903,3,0.5,0.2483237464381324,0.0040566762551876,True,True
7,Stent type-SES,0.8565400843881856,2,0.125,0.2401911702462926,0.0031760145468466,True,True
8,Fiberinogen,0.8270042194092827,1,0.125,0.0694425246023378,0.0037119467854342,True,False
9,Previous PCI,0.8059071729957806,1,0.125,0.2604177939187852,0.001986193289458,False,True
10,TCL,0.7848101265822786,1,0.25,0.2368503584430084,0.0011674221578965,False,True
11,Cre,0.7700421940928269,2,0.875,0.809272604510454,0.0003384316064194,False,True
12,No postdilation,0.7257383966244726,1,0.25,0.2812210608699803,7.935866704444905e-05,False,True
13,Age,0.7215189873417721,1,0.75,0.0372908042992355,0.0020647843985153,False,False
14,HDL,0.7025316455696203,2,0.0,0.1173626971817674,0.0038233184129834,True,True
15,HGB,0.689873417721519,1,0.0,0.0643892710618623,0.0043645032628729,True,False
16,Initial diagnosis-AMI,0.6666666666666666,0,0.125,0.0357768582156471,0.0019824390789471,False,False
17,stent overlap,0.660337552742616,1,0.0,0.053286322724146,0.0030808523296055,True,False
18,CKD90,0.660337552742616,1,0.0,0.137657211020053,0.002380219286866,False,True
19,CKD5,0.660337552742616,0,0.0,0.1025424733182609,0.002577817859116,False,False
20,Slow flow,0.6582278481012658,0,0.125,0.0317728155225816,0.0029405755524651,False,False
21,TG,0.6223628691983123,1,0.0,0.2212822282083979,0.0012094211814719,False,True
22,Diabetes,0.6054852320675105,0,0.0,0.0520854528072794,0.0020856307113303,False,False
23,Lesion location-Ostial,0.5970464135021097,1,0.0,0.0350136592769935,0.0052930961846577,True,False
24,Fast-Glu,0.5886075949367089,0,0.0,0.0434336672345362,0.0023414198467213,False,False
25,LVEF,0.5738396624472574,1,0.625,0.0411093155474944,0.0,False,False
26,Dissection,0.5632911392405063,0,0.0,0.0509472720540784,0.0011021451848427,False,False
27,No.of stents per lesion,0.559071729957806,0,0.0,0.0797653591189816,0.000754201234979,False,False
28,P-RCA,0.5379746835443038,1,0.0,0.0316645397984651,0.004830218218337,True,False
29,Ulceration,0.5337552742616034,0,0.0,0.0521942178834168,0.0005948953556635,False,False
30,TIMI-0,0.5295358649789029,0,0.0,0.0476470788541949,0.0008650599996842,False,False
31,Current drinking,0.5253164556962026,1,0.0,0.0317609189818673,0.0032021243406621,True,False
32,Stroke/TIA,0.5253164556962026,0,0.0,0.0324299780480871,0.0028083739523179,False,False
33,ZES,0.5126582278481013,0,0.0,0.0490727909716631,0.0004428877999185,False,False
34,Moderate/severe tortuosity,0.4957805907172996,0,0.0,0.0472116615157285,0.0004255718102554,False,False
35,P-LCX,0.48312236286919835,1,0.0,0.0303896382852993,0.0030142200122851,True,False
36,Aneurysm,0.470464135021097,0,0.0,0.0308358430153065,0.0025052773372051,False,False
37,PES,0.470464135021097,0,0.0,0.0363224341398475,0.0008363383804046,False,False
38,Men,0.4662447257383966,1,0.0,0.1314111671489018,0.0,False,True
39,Thrombus aspiration,0.4620253164556962,0,0.0,0.03519403054024,0.0008655401956654,False,False
40,STEMI,0.46202531645569617,0,0.0,0.0306550060692907,0.0024852525821639,False,False
41,No reflow,0.4578059071729958,0,0.0,0.0332122115531264,0.0009940313294662,False,False
42,Total stent length,0.44936708860759494,0,0.0,0.076810662213876,0.0,False,False
43,Multi-vessel CAD,0.4367088607594937,0,0.0,0.0320151891296666,0.0008915599493459,False,False
44,Aspirin,0.41561181434599165,0,0.0,0.0268232597213361,0.0023310279450634,False,False
45,NSTEMI,0.41561181434599154,0,0.0,0.0327771636660777,0.0005640373308264,False,False
46,Visual thrombus,0.41139240506329117,0,0.0,0.0337278561966065,0.0003633217977361,False,False
47,EVS,0.4071729957805907,0,0.0,0.0312253585455123,0.0009285478581808,False,False
48,3-vessel disease,0.4071729957805907,0,0.0,0.0354089749432167,1.0192317477120127e-05,False,False
49,Previous CABG,0.4071729957805907,0,0.0,0.0461648063738725,0.0,False,False
50,Max-stent diameter,0.4029535864978903,0,0.0,0.0238791279026979,0.0026902531761694,False,False
51,UA,0.39873417721518994,0,0.0,0.02835683677323,0.0016641970974595,False,False
52,History of peripheral vascualr disease,0.39451476793248946,0,0.0,0.0406393238702606,0.0,False,False
53,Cardiogenic shock,0.39029535864978904,0,0.0,0.0398511218940363,0.0,False,False
54,Clopidogrel,0.3860759493670886,0,0.0,0.039663759513488,0.0,False,False
55,Chronic renal insufficiency,0.38185654008438813,0,0.0,0.038952895908571,0.0,False,False
56,Min-stent diameter,0.37763713080168776,0,0.0,0.0263892776902844,0.0017776305029493,False,False
57,History of HF,0.37763713080168776,0,0.0,0.0387934155371043,0.0,False,False
58,CKD60,0.37341772151898733,0,0.0,0.0387269671514359,0.0,False,False
59,TIMI-1,0.36497890295358654,0,0.0,0.036437714149741,0.0,False,False
60,Pre-TIMI flow-3,0.36075949367088606,0,0.0,0.0273472950562524,0.000867383808963,False,False
61,Current smoker,0.3565400843881857,0,0.0,0.0248472631294393,0.0014151132300563,False,False
62,NO.of vessels,0.35232067510548526,0,0.0,0.0354255508559081,0.0,False,False
63,Moderate/severe calcification,0.33544303797468356,0,0.0,0.0343058205531964,0.0,False,False
64,Ticagrelor,0.3270042194092827,0,0.0,0.0334292640974606,0.0,False,False
65,Previous MI,0.310126582278481,0,0.0,0.0266742031630185,0.0004263480814405,False,False
66,Chronic total occlusion,0.3059071729957806,0,0.0,0.0320151206434047,0.0,False,False
67,Staged PCI,0.30168776371308015,0,0.0,0.0317969071409839,0.0,False,False
68,P-LAD,0.2974683544303798,0,0.0,0.0267314261015649,0.0003005204510981,False,False
69,Vessel dialation,0.28902953586497887,0,0.0,0.0317046470959827,0.0,False,False
70,P-LM,0.2805907172995781,0,0.0,0.031489588286453,0.0,False,False
71,Proximal,0.26371308016877637,0,0.0,0.0225246857378762,0.0003553174434223,False,False
72,TIMI-2,0.25949367088607594,0,0.0,0.0301742646564528,0.0,False,False
73,Bifurcation,0.2552742616033755,0,0.0,0.0293996635237914,0.0,False,False
74,2-vessel disease,0.2510548523206751,0,0.0,0.0293317161892631,0.0,False,False
75,DAPT,0.24683544303797467,0,0.0,0.0292932518272849,0.0,False,False
76,Hypertension,0.2257383966244726,0,0.0,0.0266975094813262,0.0,False,False
77,HL,0.2130801687763713,0,0.0,0.0253746370159625,0.0,False,False
78,Single-vessel disease,0.2088607594936709,0,0.0,0.0249563322927739,0.0,False,False
79,Platelet,0.20042194092827004,0,0.0,0.0240132148016183,0.0,False,False
