iter	Logloss
212	0.615871714
213	0.6157188679
214	0.615614058
215	0.6155896208
216	0.6155064038
217	0.6154763153
218	0.6152925004
219	0.6152338412
220	0.6151215
221	0.6150715429
222	0.6149603743
223	0.6144777743
224	0.6144281528
225	0.6143925183
226	0.6137755992
227	0.6135254593
228	0.6135098086
229	0.6134095268
230	0.6133063108
231	0.6127860533
232	0.612653745
233	0.6123179274
234	0.6122305755
235	0.6121906666
236	0.6118736279
237	0.6115950688
238	0.6115024153
239	0.6114468959
240	0.6114204703
241	0.6110247322
242	0.6109553846
243	0.6107932515
244	0.6106396544
245	0.6105833196
246	0.610470915
247	0.6104116276
248	0.6102841395
249	0.6100638045
250	0.609913911
251	0.609762532
252	0.6096845215
253	0.609669394
254	0.6096517517
255	0.6095971198
256	0.6092506471
257	0.6089780082
258	0.6088625208
259	0.6087872111
260	0.6081585124
261	0.607791085
262	0.6075940149
263	0.6075927299
264	0.6074668967
265	0.6074164913
266	0.6071382192
267	0.606793991
268	0.606756597
269	0.6067471996
270	0.6066394581
271	0.6063411428
272	0.6062756867
273	0.6061354304
274	0.6060915641
275	0.6059526063
276	0.6057788079
277	0.6056654728
278	0.6056186338
279	0.6054633412
280	0.6053469025
281	0.6052232816
282	0.6051891451
283	0.60512094
284	0.60494169
285	0.6046057479
286	0.6040885021
287	0.6040792752
288	0.6039258326
289	0.6039066665
290	0.6038338199
291	0.6034703938
292	0.6033323718
293	0.6029117165
294	0.6026037613
295	0.6024772293
296	0.6023876906
297	0.6023841128
298	0.6020716196
299	0.6020376682
300	0.6014169327
301	0.6009634452
302	0.6007181467
303	0.6005875882
304	0.6001860497
305	0.5999446687
306	0.5999363731
307	0.5994246926
308	0.599145649
309	0.598998727
310	0.5987906502
311	0.5986849422
312	0.5986577252
313	0.5985710023
314	0.5982844673
315	0.598124355
316	0.597632982
317	0.5973902302
318	0.5970480053
319	0.5969072307
320	0.5967356375
321	0.5964836578
322	0.5964025297
323	0.5962019793
324	0.5958474387
325	0.5957840419
326	0.5954937879
327	0.5954083541
328	0.5949462514
329	0.5946150884
330	0.5945146949
331	0.5943028425
332	0.5940659659
333	0.5939235739
334	0.5938192444
335	0.5936139166
336	0.5934084658
337	0.5931250191
338	0.5929049271
339	0.5928096504
340	0.592557054
341	0.5924517814
342	0.5923538574
343	0.5921518896
344	0.5919478059
345	0.591845579
346	0.591801266
347	0.5916985585
348	0.5914011831
349	0.5911895271
350	0.5909290026
351	0.5905416249
352	0.5903584298
353	0.589969143
354	0.5898908327
355	0.5897828394
356	0.5896258364
357	0.5893299441
358	0.589024552
359	0.5886704829
360	0.5884797418
361	0.5883833258
362	0.5882616604
363	0.5881457178
364	0.5878347158
365	0.5877321716
366	0.5876426126
367	0.5875494763
368	0.5873443132
369	0.5870174819
370	0.586705849
371	0.5865418556
372	0.5863545038
373	0.5861981083
374	0.5859565035
375	0.5855702062
376	0.5853523178
377	0.5850207586
378	0.584828373
379	0.5846917314
380	0.5845624414
381	0.5844607264
382	0.5842713278
383	0.5841451182
384	0.5840226988
385	0.5838457155
386	0.5834843035
387	0.5833057932
388	0.5832048774
389	0.582966185
390	0.5827306747
391	0.5826413203
392	0.5823903929
393	0.5822967689
394	0.5820121999
395	0.5819187244
396	0.5818227342
397	0.5814309882
398	0.5813083616
399	0.5811854282
400	0.5809058838
401	0.5808125851
402	0.5806230482
403	0.5803875346
404	0.5801801649
405	0.5800943379
406	0.5799819667
407	0.5797870994
408	0.5796023719
409	0.5793523624
410	0.5791542118
411	0.5790806204
412	0.5789566665
413	0.5787133592
414	0.5784375342
415	0.57827987
416	0.5780663724
417	0.5778449777
418	0.5777724343
419	0.577699289
420	0.5776321557
421	0.5774718041
422	0.5772360996
423	0.5771620844
424	0.5770887697
425	0.5769069353
426	0.5767212487
427	0.5765374919
428	0.5763836419
429	0.5763091439
430	0.576246596
431	0.5760454351
432	0.5759817939
433	0.5758101647
434	0.5756163008
435	0.5754685809
436	0.5752612477
437	0.5751345241
438	0.575068606
439	0.5750101753
440	0.5749210405
441	0.5748017733
442	0.5747445601
443	0.5746377849
444	0.5744421118
445	0.5743301848
446	0.5741571041
447	0.5741022831
448	0.5740128598
449	0.5739511627
450	0.5738471119
451	0.573689457
452	0.5736392981
453	0.5734650641
454	0.5733162276
455	0.5732181827
456	0.5731231183
457	0.5729377606
458	0.5728822581
459	0.5727546939
460	0.5727062374
461	0.5725635606
462	0.5724769556
463	0.5724292152
464	0.5722935893
465	0.5721782251
466	0.5721319644
467	0.5720890023
468	0.571997849
469	0.5718922533
470	0.5717363363
471	0.5716558389
472	0.5715329741
473	0.5713717419
474	0.5713278376
475	0.5712870594
476	0.5711645764
477	0.5711176544
478	0.5709677832
479	0.5708284167
480	0.5707269819
481	0.5706516213
482	0.5706069304
483	0.5705643482
484	0.5704830318
485	0.5704438181
486	0.5704047143
487	0.5702587936
488	0.5701417275
489	0.570107644
490	0.5700226923
491	0.5699356462
492	0.5698925838
493	0.5697868673
494	0.5697007387
495	0.5696124805
496	0.569582607
497	0.5694991442
498	0.5694641689
499	0.5693896066
500	0.5693169851
501	0.5692883305
502	0.5691724652
503	0.5690716057
504	0.5689625533
505	0.5688915829
506	0.5688209
507	0.5687461245
508	0.568708105
509	0.568679668
510	0.5685924242
511	0.568558827
512	0.5685341894
513	0.5684172528
514	0.5683154682
515	0.5682645678
516	0.5682044548
517	0.5681184199
518	0.5680272501
519	0.5679686896
520	0.5678805972
521	0.5678521091
522	0.5677792382
523	0.567723271
524	0.567621248
525	0.5675620479
526	0.567505553
527	0.5674766406
528	0.5674517058
529	0.5673989416
530	0.5673668975
531	0.5673405213
532	0.5672891888
533	0.567262725
534	0.5671559226
535	0.5670839883
536	0.5670600228
537	0.5670133719
538	0.5669610334
539	0.5668681604
540	0.56678375
541	0.5667078963
542	0.5666434311
543	0.5665552111
544	0.5664959748
545	0.566427682
546	0.5664092519
547	0.5663760031
548	0.566329933
549	0.5662764811
550	0.5661926724
551	0.5661762223
552	0.5661264137
553	0.5660523212
554	0.566005937
555	0.5659746653
556	0.5659573055
557	0.5659121402
558	0.5658964425
559	0.5658499556
560	0.5658141416
561	0.5657307127
562	0.5656793632
563	0.5656359662
564	0.5656141072
565	0.5655593372
566	0.5654885687
567	0.565450788
568	0.565411819
569	0.5653975981
570	0.5653425172
571	0.5653033699
572	0.5652683248
573	0.5652278813
574	0.5651719288
575	0.5651178735
576	0.5650970778
577	0.5650845064
578	0.5650090331
579	0.5649568053
580	0.5649236729
581	0.5648990347
582	0.5648679662
583	0.5648318835
584	0.5647971014
585	0.5647731268
586	0.5647502014
587	0.5647185787
588	0.564697464
589	0.5646833105
590	0.5646419896
591	0.56462239
592	0.5645898525
593	0.5645332868
594	0.5644979493
595	0.5644792851
596	0.5644580851
597	0.5644399696
598	0.5644182049
599	0.5643728598
600	0.5643301836
601	0.5642847589
602	0.5642446088
603	0.5642160169
604	0.5641795565
605	0.5641443338
606	0.5641065383
607	0.5640878803
608	0.5640708686
609	0.5640596677
610	0.56404398
611	0.5640282264
612	0.563976026
613	0.5639494049
614	0.5639331342
615	0.5638903278
616	0.5638709879
617	0.5638552033
618	0.563792463
619	0.5637588051
620	0.563746324
621	0.563721505
622	0.5636893163
623	0.5636743403
624	0.5636409123
625	0.563627233
626	0.5636127877
627	0.5635997007
628	0.5635620403
629	0.5635391058
630	0.5634830192
631	0.5634536864
632	0.5634445304
633	0.5634342917
634	0.5634058659
635	0.5633539619
636	0.5633059096
637	0.5632975938
638	0.5632774946
639	0.5632623097
640	0.5632349435
641	0.5632214663
642	0.5632014842
643	0.563183062
644	0.5631563767
645	0.5631120595
646	0.563086781
647	0.5630767141
648	0.563067532
649	0.5630268267
650	0.5630052295
651	0.5629941838
652	0.56297588
653	0.5629581819
654	0.5629486485
655	0.5629386938
656	0.5629336829
657	0.5629025638
658	0.5628707167
659	0.5628253618
660	0.5627887874
661	0.5627696412
662	0.5627641485
663	0.5627407074
664	0.5627315954
665	0.5627079756
666	0.5627003175
667	0.5626868781
668	0.5626523628
669	0.5626062706
670	0.5625937868
671	0.562565786
672	0.5625565832
673	0.5625474991
674	0.5625361282
675	0.5624984633
676	0.5624921245
677	0.5624841939
678	0.5624789222
679	0.5624471242
680	0.5624302428
681	0.562391218
682	0.5623769474
683	0.5623340211
684	0.5623209186
685	0.5622764076
686	0.5622614973
687	0.5622548767
688	0.5622290957
689	0.5622000491
690	0.5621919091
691	0.5621818221
692	0.5621569957
693	0.5621491444
694	0.5621088402
695	0.5620959977
696	0.5620722322
697	0.562060585
698	0.5620381384
699	0.5620116965
700	0.5620048205
701	0.5619969613
702	0.5619553965
703	0.5619189856
704	0.5619119892
705	0.5618881411
706	0.5618737469
707	0.561867685
708	0.5618603287
709	0.5618397762
710	0.5618271308
711	0.5617891539
712	0.561771884
713	0.5617647523
714	0.5617301883
715	0.5617070726
716	0.56169353
717	0.561660372
718	0.5616562176
719	0.5616438483
720	0.5616267598
721	0.5616201731
722	0.5616081574
723	0.5616007735
724	0.5615957329
725	0.561591601
726	0.5615819356
727	0.5615760834
728	0.561569958
729	0.5615591588
730	0.561547271
731	0.5615370042
732	0.5615285304
733	0.5615236745
734	0.5614992541
735	0.5614872646
736	0.5614756377
737	0.5614700719
738	0.5614669134
739	0.5614562402
740	0.5614458841
741	0.5614166154
742	0.5614023563
743	0.5613784585
744	0.5613750284
745	0.5613529093
746	0.5613481624
747	0.5613385358
748	0.5613244635
749	0.5613041741
750	0.5612860042
751	0.5612594066
752	0.5612542134
753	0.5612442501
754	0.561220647
755	0.5612117369
756	0.56119675
757	0.5611714168
758	0.5611513949
759	0.5611398396
760	0.5611307857
761	0.5611270809
762	0.5611145401
763	0.5611053503
764	0.5611022934
765	0.5610977855
766	0.56108909
767	0.561070545
768	0.5610517837
769	0.5610429731
770	0.5610321563
771	0.5610284768
772	0.5610215152
773	0.5610135782
774	0.5610074668
775	0.5609905277
776	0.5609818494
777	0.5609657817
778	0.5609595201
779	0.5609418604
780	0.5609317331
781	0.5609156094
782	0.5608995595
783	0.5608767914
784	0.5608619155
785	0.5608482297
786	0.5608423562
787	0.5608354434
788	0.5608274402
789	0.5608242975
790	0.5608090612
791	0.5608027797
792	0.5607921402
793	0.5607847441
794	0.5607829567
795	0.5607647595
796	0.5607592202
797	0.5607532601
798	0.5607460959
799	0.5607411534
800	0.5607375316
801	0.5607270421
802	0.5607182086
803	0.5606976545
804	0.5606946511
805	0.5606877803
806	0.5606850326
807	0.560679799
808	0.5606756974
809	0.5606726905
810	0.5606655401
811	0.5606633977
812	0.5606487149
813	0.5606462186
814	0.5606435886
815	0.5606377459
816	0.5606240622
817	0.5606188781
818	0.5606152063
819	0.5606070267
820	0.5605939905
821	0.5605909464
822	0.5605851226
823	0.5605822211
824	0.5605669992
825	0.5605516664
826	0.5605458979
827	0.5605377022
828	0.5605263517
829	0.5605194472
830	0.5605145035
831	0.5605036418
832	0.5604992791
833	0.5604791401
834	0.5604762442
835	0.5604719446
836	0.5604668176
837	0.5604613406
838	0.5604505966
839	0.5604379408
840	0.5604351016
841	0.5604327164
842	0.5604304371
843	0.5604230621
844	0.5604131324
845	0.56040256
846	0.5603840119
847	0.5603766695
848	0.5603748989
849	0.5603653231
850	0.5603609841
851	0.5603586314
852	0.5603571387
853	0.5603521615
854	0.5603415139
855	0.5603394245
856	0.5603372639
857	0.5603324307
858	0.5603282104
859	0.5603199551
860	0.5603136553
861	0.5603109277
862	0.5603071772
863	0.5603034624
864	0.5602867161
865	0.5602828671
866	0.5602783931
867	0.5602713937
868	0.5602601895
869	0.5602582051
870	0.5602487857
871	0.5602379366
872	0.5602334302
873	0.5602305314
874	0.5602153178
875	0.5602138948
876	0.5602106131
877	0.5602058764
878	0.5601968951
879	0.5601933672
880	0.5601889056
881	0.5601795052
882	0.5601700268
883	0.5601677367
884	0.5601655918
885	0.5601591476
886	0.5601551008
887	0.5601459431
888	0.5601420941
889	0.5601414
890	0.5601265791
891	0.5601212872
892	0.560119783
893	0.5601132656
894	0.560109643
895	0.5600967787
896	0.5600948089
897	0.5600910139
898	0.5600866793
899	0.5600789237
900	0.5600714429
901	0.5600640456
902	0.5600574036
903	0.5600492487
904	0.5600478316
905	0.5600460369
906	0.5600381577
907	0.560035685
908	0.560033025
909	0.5600250002
910	0.5600212202
911	0.5600132117
912	0.5600112732
913	0.5600097774
914	0.5600006108
915	0.5599986573
916	0.5599936824
917	0.5599815772
918	0.5599771045
919	0.5599652538
920	0.5599617778
921	0.559955572
922	0.5599506902
923	0.5599472102
924	0.5599434359
925	0.5599427513
926	0.5599384576
927	0.5599273086
928	0.5599202576
929	0.5599135068
930	0.5599078949
931	0.5599051862
932	0.5599029783
933	0.5598962444
934	0.5598858098
935	0.5598790171
936	0.5598681814
937	0.5598658306
938	0.5598636323
939	0.5598607795
940	0.5598603622
941	0.5598495414
942	0.5598454246
943	0.5598425722
944	0.5598344388
945	0.559826585
946	0.5598173697
947	0.5598121389
948	0.5598105698
949	0.5598048865
950	0.5598017825
951	0.5597999257
952	0.55979802
953	0.5597912263
954	0.5597843932
955	0.5597802875
956	0.5597730691
957	0.5597699225
958	0.5597646763
959	0.5597635151
960	0.5597536984
961	0.5597524197
962	0.5597511752
963	0.5597481642
964	0.5597472871
965	0.5597387769
966	0.5597364074
967	0.5597342782
968	0.55972509
969	0.5597217865
970	0.559716443
971	0.559711804
972	0.5597056558
973	0.5597040365
974	0.5597021853
975	0.5596999334
976	0.5596987372
977	0.5596973736
978	0.5596948814
979	0.5596929328
980	0.5596909634
981	0.5596874372
982	0.5596799831
983	0.5596760933
984	0.5596685588
985	0.5596617337
986	0.5596554367
987	0.5596490253
988	0.5596434063
989	0.5596358961
990	0.5596339429
991	0.5596264891
992	0.5596253877
993	0.5596215115
994	0.5596191547
995	0.5596167949
996	0.5596147806
997	0.5596110657
998	0.5596059495
999	0.5596044343
1000	0.5596004071
1001	0.5595954022
1002	0.5595894216
1003	0.5595869363
1004	0.5595791757
1005	0.5595755521
1006	0.5595746933
1007	0.5595734945
1008	0.5595699504
1009	0.559567567
1010	0.559566481
1011	0.559564174
1012	0.5595599107
1013	0.559552347
1014	0.5595485383
1015	0.5595430851
1016	0.5595369915
1017	0.5595325784
1018	0.5595314387
1019	0.5595272603
1020	0.5595234932
1021	0.559516671
1022	0.5595110882
1023	0.5595073362
1024	0.5595032282
1025	0.5594998762
1026	0.5594976536
1027	0.5594979767
1028	0.5594954379
1029	0.5594899354
1030	0.5594874989
1031	0.5594844148
1032	0.5594834604
1033	0.5594822184
1034	0.5594788449
1035	0.559475649
1036	0.5594683287
1037	0.5594624994
1038	0.5594608556
1039	0.5594595812
1040	0.5594549587
1041	0.55944804
1042	0.5594420372
1043	0.5594393631
1044	0.5594347077
1045	0.5594310608
1046	0.5594293417
1047	0.5594278177
1048	0.5594252897
1049	0.5594228256
1050	0.5594186935
1051	0.5594117151
1052	0.5594067835
1053	0.5594026585
1054	0.5593989318
1055	0.5593952839
1056	0.5593939526
1057	0.5593921091
1058	0.5593911372
1059	0.5593855284
1060	0.5593849579
1061	0.5593831888
1062	0.5593819842
1063	0.559377754
1064	0.5593758961
1065	0.5593738625
1066	0.5593704885
1067	0.5593689509
1068	0.5593653344
1069	0.5593625151
1070	0.5593618325
1071	0.5593598827
1072	0.5593568918
1073	0.559353615
1074	0.5593519639
1075	0.5593500744
1076	0.5593437888
1077	0.5593421389
1078	0.5593405135
1079	0.5593386967
1080	0.5593375109
1081	0.5593344631
1082	0.5593346953
1083	0.5593340464
1084	0.5593327505
1085	0.5593315586
1086	0.5593307736
1087	0.5593292898
1088	0.5593280896
1089	0.559327116
1090	0.5593264609
1091	0.5593227221
1092	0.5593174241
1093	0.5593169771
1094	0.5593106092
1095	0.5593083771
1096	0.55930657
1097	0.5593051389
1098	0.5593032639
1099	0.5592980931
1100	0.5592954952
1101	0.5592921774
1102	0.5592907359
1103	0.5592885669
1104	0.559284153
1105	0.5592814309
1106	0.5592800635
1107	0.5592783974
1108	0.5592744298
1109	0.5592733465
1110	0.559267603
1111	0.5592659388
1112	0.5592644113
1113	0.559264527
1114	0.5592596049
1115	0.5592571573
1116	0.55925282
1117	0.5592525628
1118	0.5592498301
1119	0.5592477281
1120	0.5592462953
1121	0.5592451437
1122	0.5592452884
1123	0.559243832
1124	0.5592388298
1125	0.5592385954
1126	0.5592375269
1127	0.5592359036
1128	0.5592313465
1129	0.5592281948
