fold,Logistic Regression,Random Forest,XGBoost,LightGBM,CatBoost,TabPFN thinking mode,TabPFN
1,0.8971842307556473,0.11,0.1610545814037323,0.06530159149151919,0.123424652729082,0.3530602753162384,0.17022769153118134
2,0.9367363034062082,0.1,0.23382191359996796,0.2682739840249955,0.16344900649215738,0.1717110127210617,0.1367100030183792
3,0.9419000943328565,0.12,0.3180365264415741,0.06624594933323016,0.1552785000079995,0.2670082151889801,0.19141605496406555
4,0.9698010022999586,0.13,0.22451485693454742,0.04955866739470609,0.15890204960651513,0.3077581524848938,0.1613183319568634
5,0.9901665614555468,0.13,0.1854608654975891,0.11251559606542144,0.23145137695711704,0.2576395273208618,0.17235012352466583
