model,pr_auc,roc_auc,brier,pr_auc_mean,pr_auc_sd,roc_auc_mean,roc_auc_sd,t_f1,acc_f1,prec_f1,rec_f1,spec_f1,npv_f1,f1_at_t_f1,f2_at_t_f1,tn_f1,fp_f1,fn_f1,tp_f1
TabPFN thinking v3.5,0.9212223579717921,0.9962800604410145,0.0047269380060378915,0.922670503860805,0.04226566370498459,0.9964898525348314,0.0026660279961740483,0.302020202020202,0.9957569913211186,0.9069767441860465,0.8478260869565217,0.9984292165717652,0.9972543636007061,0.8764044943820225,0.8590308370044053,5085,8,14,78
TabPFN v3.5,0.8957292121622483,0.991629602438129,0.004848590333283836,0.899498106356097,0.05280922694879837,0.9922493194792571,0.006551990230765273,0.25747474747474747,0.9944069431051109,0.8181818181818182,0.8804347826086957,0.9964657372864716,0.9978372001572945,0.8481675392670157,0.867237687366167,5075,18,11,81
TabPFN thinking v3,0.8318944016078306,0.9833787210066672,0.006622832526710755,0.8334603827770037,0.06575963215415938,0.984300469414966,0.010480062511326627,0.22282828282828282,0.9926711668273867,0.8375,0.7282608695652174,0.9974474769291184,0.9951028403525954,0.7790697674418605,0.7477678571428571,5080,13,25,67
TabPFN v3,0.7149995887119854,0.9730619178924184,0.009944452547113325,0.7286185696482124,0.031864402502177515,0.9741066847849476,0.012461390192561386,0.23767676767676768,0.9907425265188042,0.8548387096774194,0.5760869565217391,0.9982328686432358,0.9923872730821784,0.6883116883116883,0.6162790697674418,5084,9,39,53
XGBoost,0.6321542537739987,0.9373607423659072,0.009984624586824498,0.644803385985844,0.08797532485040366,0.93662810804325,0.03712917705195565,0.16838383838383839,0.9872709739633558,0.6666666666666666,0.5652173913043478,0.9948949538582368,0.9921676130800862,0.611764705882353,0.5829596412556054,5067,26,40,52
LightGBM,0.6271025155486531,0.9443887176772894,0.010619074337429134,0.6247702289489537,0.09897277668337262,0.9458042659883518,0.03318437484363317,0.11888888888888888,0.9882352941176471,0.7066666666666667,0.5760869565217391,0.9956803455723542,0.9923679060665362,0.6347305389221557,0.5981941309255079,5071,22,39,53
CatBoost,0.570652588044537,0.9404340142907144,0.010800512651436845,0.5867061346133704,0.049448913559120275,0.9417502589078852,0.01681759550291453,0.3564646464646465,0.9872709739633558,0.6911764705882353,0.5108695652173914,0.9958766935008836,0.9912057846394372,0.5875,0.5389908256880734,5072,21,45,47
Random Forest,0.3505787729479147,0.8882983037246348,0.014976335583413693,0.3842914848829756,0.07921053093529748,0.8880334902492188,0.022800911858779523,0.10404040404040403,0.9801350048216008,0.4444444444444444,0.4782608695652174,0.9892008639308856,0.9905623279591034,0.4607329842931937,0.47109207708779444,5038,55,48,44
Logistic Regression,0.25958946904959157,0.8651025704504903,0.07880806395864323,0.28363631135784717,0.11055695187422629,0.8671087118617745,0.04791534959652674,0.9652525252525253,0.9743490838958534,0.3153153153153153,0.3804347826086957,0.9850775574317691,0.9887662593614506,0.3448275862068966,0.3653444676409186,5017,76,57,35
