rank,feature,importance_score,n_methods,selection_freq,shap_mean_abs,mutual_info,in_mi_top,in_shap_top
55,TG,0.37083333333333335,0,0.0,0.0087207692679436,0.0009708252795066,False,False
56,Platelet,0.3645833333333333,0,0.0,0.0218399735547255,0.0,False,False
57,EVS,0.3625,0,0.0,0.0085460554869658,0.0009099943718784,False,False
58,CKD60,0.36041666666666666,0,0.0,0.021337655299947,0.0,False,False
59,Ticagrelor,0.35625,0,0.0,0.0206364982006552,0.0,False,False
60,Chronic renal insufficiency,0.3520833333333333,0,0.0,0.0202987563294058,0.0,False,False
61,TIMI-1,0.34791666666666665,0,0.0,0.0201455808726397,0.0,False,False
62,STEMI,0.34375,0,0.0,0.0196793895578276,0.0,False,False
63,Previous MI,0.33958333333333335,0,0.0,0.0189816421399055,0.0,False,False
64,Current smoker,0.3333333333333333,0,0.0,0.0073230078923793,0.000787905769261,False,False
65,Fast-Glu,0.3333333333333333,0,0.0,0.0078839117785812,0.0004917595994058,False,False
66,Diabetes,0.32708333333333334,0,0.0,0.0160522682676025,0.0,False,False
67,Proximal,0.325,0,0.0,0.0044697498189754,0.0021788573441861,False,False
68,Bifurcation,0.3104166666666666,0,0.1,0.0062333390449037,0.0,False,False
69,Aneurysm,0.29791666666666666,0,0.0,0.0140218170438338,0.0,False,False
70,HL,0.28750000000000003,0,0.0,0.007306987584432,0.0001167178753376,False,False
71,Single-vessel disease,0.28750000000000003,0,0.0,0.0065515684429851,0.0004284025351808,False,False
72,Chronic total occlusion,0.28541666666666665,0,0.0,0.0109537288529386,0.0,False,False
73,No reflow,0.26458333333333334,0,0.0,0.0105344443836092,0.0,False,False
74,Aspirin,0.2520833333333333,0,0.0,0.009546576468633,0.0,False,False
75,NO.of vessels,0.24166666666666667,0,0.0,0.0054781678281641,3.860617588302695e-05,False,False
76,P-LAD,0.22708333333333333,0,0.0,0.0079112523371911,0.0,False,False
77,P-LCX,0.19791666666666666,0,0.0,0.0070816306718429,0.0,False,False
78,2-vessel disease,0.19375,0,0.0,0.0067466905565851,0.0,False,False
79,Current drinking,0.1729166666666667,0,0.0,0.0061154457477661,0.0,False,False
80,Max-stent diameter,0.16874999999999998,0,0.0,0.0058901255926221,0.0,False,False
81,Stent release pressure,0.16041666666666668,0,0.0,0.005351638290077,0.0,False,False
